module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M11A,M11A.11.04,,5. What mechanical unit coordinates spoiler and aileron movement?,Flight control computer,Spoiler-aileron mixer unit,Hydraulic actuator system,,Spoiler-aileron mixer unit,MEDIUM,,,,REVIEWED,KB direct (score=6),1,Module 11 Rans.pdf,"{""raw"": ""5. What mechanical unit coordinates spoiler and aileron movement?"", ""question"": ""5. What mechanical unit coordinates spoiler and aileron movement?"", ""options"": [""Flight control computer"", ""Spoiler-aileron mixer unit"", ""Hydraulic actuator system""], ""correct"": ""Spoiler-aileron mixer unit"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(e),,1. What is the key feature of a stabilator?,It combines the functions of the elevator and horizontal stabiliser,It is fixed and non-adjustable,It only operates during landing,,It combines the functions of the elevator and horizontal stabiliser,EASY,,,,REVIEWED,KB partial (score=3),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the key feature of a stabilator?"", ""question"": ""1. What is the key feature of a stabilator?"", ""options"": [""It combines the functions of the elevator and horizontal stabiliser"", ""It is fixed and non-adjustable"", ""It only operates during landing""], ""correct"": ""It combines the functions of the elevator and horizontal stabiliser"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,2. How does a stabilator change the aircraft’s pitch attitude?,By adjusting the angle of attack of the entire horizontal stabiliser,By deploying flaps on the tail,By twisting the vertical stabiliser,,By adjusting the angle of attack of the entire horizontal stabiliser,MEDIUM,,,,REVIEWED,KB partial (score=3),1,Module 11 Rans.pdf,"{""raw"": ""2. How does a stabilator change the aircraft’s pitch attitude?"", ""question"": ""2. How does a stabilator change the aircraft’s pitch attitude?"", ""options"": [""By adjusting the angle of attack of the entire horizontal stabiliser"", ""By deploying flaps on the tail"", ""By twisting the vertical stabiliser""], ""correct"": ""By adjusting the angle of attack of the entire horizontal stabiliser"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,3. What is the purpose of a variable incidence stabiliser?,To replace the rudder during crosswinds,To provide pitch trim via electric motor adjustment,To increase roll rate,,To provide pitch trim via electric motor adjustment,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is the purpose of a variable incidence stabiliser?"", ""question"": ""3. What is the purpose of a variable incidence stabiliser?"", ""options"": [""To replace the rudder during crosswinds"", ""To provide pitch trim via electric motor adjustment"", ""To increase roll rate""], ""correct"": ""To provide pitch trim via electric motor adjustment"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. Which component powers the movement of a variable incidence stabiliser?,Pneumatic system,Hydraulic actuator,Electric motor,,Pneumatic system,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. Which component powers the movement of a variable incidence stabiliser?"", ""question"": ""4. Which component powers the movement of a variable incidence stabiliser?"", ""options"": [""Pneumatic system"", ""Hydraulic actuator"", ""Electric motor""], ""correct"": ""Pneumatic system"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,"5. In Fig 01.10, what is the role of the actuator?",To deflect the elevator independently,To change the stabiliser’s angle of incidence,To deploy spoilers,,To deflect the elevator independently,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. In Fig 01.10, what is the role of the actuator?"", ""question"": ""5. In Fig 01.10, what is the role of the actuator?"", ""options"": [""To deflect the elevator independently"", ""To change the stabiliser’s angle of incidence"", ""To deploy spoilers""], ""correct"": ""To deflect the elevator independently"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.13.1(b),,1. What is the aerodynamic advantage of a canard configuration?,"The fore-plane contributes to total lift, reducing wing drag",It eliminates the need for a vertical stabiliser,It simplifies landing gear design,,"The fore-plane contributes to total lift, reducing wing drag",MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the aerodynamic advantage of a canard configuration?"", ""question"": ""1. What is the aerodynamic advantage of a canard configuration?"", ""options"": [""The fore-plane contributes to total lift, reducing wing drag"", ""It eliminates the need for a vertical stabiliser"", ""It simplifies landing gear design""], ""correct"": ""The fore-plane contributes to total lift, reducing wing drag"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.05,,2. Why does the canard stall before the main wing?,Its angle of attack is set higher than the main wing,It is smaller in size,It lacks stall sensing systems,,Its angle of attack is set higher than the main wing,MEDIUM,,,,REVIEWED,KB partial (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. Why does the canard stall before the main wing?"", ""question"": ""2. Why does the canard stall before the main wing?"", ""options"": [""Its angle of attack is set higher than the main wing"", ""It is smaller in size"", ""It lacks stall sensing systems""], ""correct"": ""Its angle of attack is set higher than the main wing"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,3. How does the rudder generate yaw?,By creating asymmetric thrust,By producing a sideways lifting force,By twisting the fuselage,,By producing a sideways lifting force,EASY,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""3. How does the rudder generate yaw?"", ""question"": ""3. How does the rudder generate yaw?"", ""options"": [""By creating asymmetric thrust"", ""By producing a sideways lifting force"", ""By twisting the fuselage""], ""correct"": ""By producing a sideways lifting force"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. What limits rudder deflection at high speeds?,Manual pilot input,Speed-sensitive range limiting system,Hydraulic pressure loss,,Speed-sensitive range limiting system,EASY,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""4. What limits rudder deflection at high speeds?"", ""question"": ""4. What limits rudder deflection at high speeds?"", ""options"": [""Manual pilot input"", ""Speed-sensitive range limiting system"", ""Hydraulic pressure loss""], ""correct"": ""Speed-sensitive range limiting system"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,5. Why might large aircraft have segmented rudders?,To reduce weight,To provide redundancy in control systems,To improve cruise efficiency,,To provide redundancy in control systems,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Why might large aircraft have segmented rudders?"", ""question"": ""5. Why might large aircraft have segmented rudders?"", ""options"": [""To reduce weight"", ""To provide redundancy in control systems"", ""To improve cruise efficiency""], ""correct"": ""To provide redundancy in control systems"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,1. What is the function of elevons on delta-wing aircraft?,Combine pitch and roll control into one surface,Replace flaps during takeoff,Act as speed brakes,,Combine pitch and roll control into one surface,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the function of elevons on delta-wing aircraft?"", ""question"": ""1. What is the function of elevons on delta-wing aircraft?"", ""options"": [""Combine pitch and roll control into one surface"", ""Replace flaps during takeoff"", ""Act as speed brakes""], ""correct"": ""Combine pitch and roll control into one surface"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,2. How do elevons move for pitch control?,Asymmetrically,Symmetrically,Only during landing,,Symmetrically,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. How do elevons move for pitch control?"", ""question"": ""2. How do elevons move for pitch control?"", ""options"": [""Asymmetrically"", ""Symmetrically"", ""Only during landing""], ""correct"": ""Symmetrically"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(c),,3. What system might reduce rudder authority at high speeds?,Fly-by-wire limiter,Speed-sensitive range limiting system,Mechanical stop,,Speed-sensitive range limiting system,MEDIUM,,,,REVIEWED,KB direct (score=6),1,Module 11 Rans.pdf,"{""raw"": ""3. What system might reduce rudder authority at high speeds?"", ""question"": ""3. What system might reduce rudder authority at high speeds?"", ""options"": [""Fly-by-wire limiter"", ""Speed-sensitive range limiting system"", ""Mechanical stop""], ""correct"": ""Speed-sensitive range limiting system"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(c),,4. What is the purpose of the mixer unit in elevon operation?,To blend fuel mixtures,To coordinate symmetric/asymmetric surface movement,To control engine thrust,,To coordinate symmetric/asymmetric surface movement,MEDIUM,,,,REVIEWED,KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""4. What is the purpose of the mixer unit in elevon operation?"", ""question"": ""4. What is the purpose of the mixer unit in elevon operation?"", ""options"": [""To blend fuel mixtures"", ""To coordinate symmetric/asymmetric surface movement"", ""To control engine thrust""], ""correct"": ""To coordinate symmetric/asymmetric surface movement"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,"5. In Fig 01.12, what happens when the right rudder pedal is pushed?",The nose yaws left,The nose yaws right,The aircraft rolls right,,The nose yaws left,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. In Fig 01.12, what happens when the right rudder pedal is pushed?"", ""question"": ""5. In Fig 01.12, what happens when the right rudder pedal is pushed?"", ""options"": [""The nose yaws left"", ""The nose yaws right"", ""The aircraft rolls right""], ""correct"": ""The nose yaws left"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(e),,1. What dual function do ruddervators serve?,Pitch and roll,Yaw and pitch,Roll and yaw,,Yaw and pitch,EASY,,,,REVIEWED,"Fixed: ruddervators combine pitch and yaw, not roll",1,Module 11 Rans.pdf,"{""raw"": ""1. What dual function do ruddervators serve?"", ""question"": ""1. What dual function do ruddervators serve?"", ""options"": [""Pitch and roll"", ""Yaw and pitch"", ""Roll and yaw""], ""correct"": ""Yaw and pitch"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.06,,2. Why are high-lift devices critical for landing?,"They reduce stalling speed, enabling slower landings",They increase engine power,They eliminate the need for spoilers,,"They reduce stalling speed, enabling slower landings",MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Why are high-lift devices critical for landing?"", ""question"": ""2. Why are high-lift devices critical for landing?"", ""options"": [""They reduce stalling speed, enabling slower landings"", ""They increase engine power"", ""They eliminate the need for spoilers""], ""correct"": ""They reduce stalling speed, enabling slower landings"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
